NM,NEWS
DB하이텍,황철성 서울대 석좌교수 선임 앞둬 인재 확보·새 성장기회 발굴 탄력 DB하이텍이 세계적인 반도체 전문가 황철성 서울대 공과대학 재료공학부 석좌교수를 사외이사로 영입한다. 높은 기술적 식견을 바탕으로 향후...
DB하이텍,8인치(200mm) 파운드리를 주력으로 하는 DB하이텍은 생산능력을 키우기 위한 공정 효율화 방식이 한계에 이르고 있는 만큼 향후 설비 증설에 나설지 주목된다. 2월 28일 반도체 업계에 따르면 파운드리 업계 3위...
DB하이텍,"NH투자증권은 2일 코스피 △중형주로 분류됐던 메리츠금융지주(138040), 메리츠화재(000060), DB하이텍(000990), 한전기술(052690), KCC(002380)가 대형주로 △소형주에 속했던 F&amp;F홀딩스(007700), 일동제약(249420)..."
DB하이텍,"최창식 DB하이텍 대표이사(부회장)는 아직 배가 고프다. 만년 적자기업을 맡아 2년 만에 흑자로 돌려세운 데 이어 매년 성장을 거듭, 지금은 누구도 부인할 수 없는 그룹 내 최고 알짜기업으로 바꿔놓았다. 여기가..."
DB하이텍,이는 삼성전자나 DB하이텍 등 국내 파운드리(반도체 위탁생산)기업에도 좋은 소식이다. 시장조사업체 트렌드포스에 따르면 2021년 3분기 기준으로 삼성전자는 파운드리 시장점유율 17.1%를 차지하고 있다....
DB하이텍,"베타뉴스 ▲  신한금융투자가 DB 하이텍에 대해 투자 의견 매수와 목표 주가 11만원을 제시했다. 투자사는 목표 주가 산정에 대해 주식 시장 밸류에이션 멀티플 하락으로 목표주가를 110,000원으로..."
DB하이텍,DB하이텍(000990)이 23일 장 초반 증권가의 호평 속에 강세를 보이고 있다. 8인치 파운드리 호황으로 성장세가 가속할 것이란 전망이다. 마켓포인트에 따르면 오전 9시 13분 DB하이텍(000990)은 전 거래일보다 2500원(3.70...
DB하이텍,DB로부터 DB하이텍 지분 12.42% 인수를 추진 중이라는 관측이 증권가를 중심으로 나오고 있다. 자금은 SK스퀘어 자회사인 SK플래닛이 보유한 크래프톤 지분 2.7%를 매각해 마련한다는 시나리오다. 앞서 SK스퀘어...
DB하이텍,베타뉴스 신영증권이 DB하이텍에 대해 투자 의견 매수와 목표 주가 11만원을 제시했다. 증권사는 목표 주가 산정에 대해 22년 평균 EPS에 8인치 파운드리 호황기였던 16~17년 PER 상단 평균인 10.0배를...
DB하이텍,국내에서 유일한 순수 파운드리(반도체 위탁생산) 업체 DB하이텍이 신종 코로나바이러스 감염증(코로나19)으로 인한 반도체 공급난 상황에서 지난해 연매출 1조원을 처음으로 돌파했다. 16일 업계에 따르면...
DB하이텍,DB하이텍이 상승세다. DB하이텍은 17일 코스피 시장에서 낮 12시46분 현재 전 거래일보다 2.75%(1900원) 상승한 7만900원에 거래되고 있다. 이 회사는 11일부터 15일까지 3거래일 연속 하락세를 보이다 16일 1.32...
DB하이텍,"이에 과기정통부는 삼성전자, SK하이닉스, DB하이텍, 네메시스 등 국내 반도체 산업계와 한국과학기술원(KAIST), 광주과학기술원(GIST), 대구경북과학기술원(DGIST), 울산과학기술원(UNIST) 등 4대 과학기술원 간 협의회를..."
DB하이텍,비메모리반도체 파운드리(위탁생산)업체 DB하이텍이 수익성과 성장성 2가지 가운데 하나를 선택하는 기로에 설 것으로 보인다. DB하이텍의 주력 제품인 8인치 웨이퍼(반도체 원판) 반도체의 호황이 전기차와 IT시장의...
DB하이텍,1일 한국거래소에 따르면 DGB금융지주‧JB금융지주‧DB하이텍‧현대차‧NH올원리츠가 지난달 코스피 기타금융기관 순매수 최상위권을 차지했다. 기타금융기관 순매수 1위를 차지한 DGB금융지주의...
DB하이텍,"또 DB하이텍(000990)과 SK하이닉스(000660) 등 반도체 기업은 3개월 전 대비 이익 눈높이가 각각 22.5%, 9.1%씩 올라갔다. 노 연구원은 “정보기술(IT) 섹터 내 반도체 영업이익은 최근 1개월간 5.4% 증가했고 금융 섹터 내 보험..."
DB하이텍,"DB하이텍 주가가 상승세다. 16일 한국거래소에 따르면 오후 1시 55분 기준 DB하이텍은 전일 대비 7.05%(4700원) 상승한 7만1400원에 거래되고 있다. DB하이텍 시가총액은 3조1701억원이며, 시총순위는 코스피 102위다...."
DB하이텍,"DB하이텍의 실적 성장세가 가파르다. 넘치는 수요에 지난해에는 처음으로 연간 매출 1조 원을 넘어섰다. 2019년 이후 생산설비를 풀가동 중으로, 이 같은 호실적 추세는 올해에도 변함이 없을 전망이다. 16일..."
DB하이텍,DB하이텍 주가가 소폭 상승했다. 24일 한국거래소에 따르면 전일 주가는 2.96% 올라 6만 9500원에 거래를 마감했다. 외국인과 기관 매도공세를 펼치고 있어 주가 상승에 발목을 잡고 있는 모습이다. 유안타증권은...
DB하이텍,#DB하이텍 #대상 #GS리테일 #삼성생명 #CJ프레시웨이 #LG생활건강 #아모텍 #롯데하이마트 #아이티엠반도체 #이마트 #덕산네오룩스 #세틀뱅크 #클리오 #한화시스템 #BGF리테일 #하이브
DB하이텍,"21일 하나금융투자는 반도체 파운드리 서비스 공급사 DB하이텍에 대해 실적주로 인정받을 만한 충분한 이익 창출을 하고 있으며, 이익 창출력 대비 저평가되었다고 분석했다. 하나금융투자 김경민 연구원은..."
DB하이텍,"베타뉴스 대신증권이 DB하이텍에 대해 투자 의견 매수와 목표 주가 10만원을 제시했다. 증권사는 목표 주가 산정에 대해 2022년 EPS 추정치 10,393원에 글로벌 파운드리 기업 FY1 P/E 50% 할인한 10배 적용하여..."
DB하이텍,"물적분할을 통해 온라인 유통 사업 활성화, 매출 다각화, 원가절감 ▲DB하이텍- 8인치 파운드리 업황 호조 지속. 2022년 상반기까지 주문 이미 확보.매크로 변수에 의한 우려에도, 업황은 견조하게 유지될 전망. 반도체..."
DB하이텍,지난해 영업이익 3991억원으로 전년 대비 67%↑...고부가 제품 확대 전략 통했다 DB하이텍이 연매출 1조원 시대를 열었다. 업계에서는 DB하이텍 연매출이 올해 1조5000억원을 넘어설 것이란 전망이 나온다. 15일 업계에...
DB하이텍,DB하이텍이 지난해 매출액 1조원·영업익 3000억원을 돌파하며 사상 최대 실적을 1년 만에 갈아치웠다. 반도체 공급난 장기화 수혜와 고수익 제품 위주의 사업재편 전략 등에 힘입은 결과다. 올해도 연간 수주물량을...
DB하이텍,"2022년 매출 1조5129억원, 영업이익 5511억원 전망 하나금융투자는 15일 DB하이텍에 대해 지난해 4분기는 인센티브 비용에도 불구하고 연간 실적이 예상치를 상회했다고 전했다. 김경민 하나금융투자 연구원은..."
DB하이텍,"신한금융투자는 15일 DB하이텍에 대해 반도체 공급 차질 사태가 회사의 제품 경쟁력을 다시 평가받는 기회로 작용해 고부가가치 제품 비중을 늘리게 됐다고 평가했다. 그러면서 투자의견은 ‘매수’를, 목표주가는..."
DB하이텍,"DB하이텍이 지난해 매출 1조2146억원, 영업이익 3991억원을 기록했다고 14일 공시했다. 영업이익률은 32.8%에 달한다. 호실적에도 배당성향은 낮췄다. 지난해 배당금총액은 195억원으로 연결 기준 배당성향은 6.1%다...."
DB하이텍,사진=연합뉴스  글로벌 반도체 수급난이 올해에도 지속될 것으로 전망되는 가운데 삼성전자와 DB하이텍 등 국내 파운드리(반도체 위탁생산) 기업들은 이미 2분기까지 공정 예약을 모두 마쳤다는 소식이다....
DB하이텍,이투데이=박상재 기자 | 신한금융투자는 DB하이텍에 대해 지난해 4분기 ‘깜짝 실적’을 거뒀다고 15일 분석했다. 투자의견 ‘매수’와 목표주가 11만 원은 유지했다. DB하이텍은 지난 한 해 매출액 1조2146억 원과...
DB하이텍,"DB하이텍이 지난해 연결기준 매출액 1조2146억원, 영업이익 3991억원을 기록했다고 14일 공시했다. 전년 동기 대비 매출은 29.7% 개선됐고 영업이익도 66.7% 확대됐다. 당기순이익도 직전사업연도 대비 90.8..."
DB하이텍,"8인치 파운드리 업체 DB하이텍, 반도체 수요 급증에 '휘파람' SK하이닉스, 지난해 8인치 파운드리 업체 인수 계약 맺어 시장 공략 나서 DB하이텍 직원들이 반도체 웨이퍼를 검사하고 있다. [사진=DB하이텍] [뉴스투데이..."
DB하이텍,"분석해서 잠금해제 → DB하이텍- 4분기 어닝 서프라이즈- 2022년 8인치 파운드리 판가 상승- PER 7배 미만 거래 중'DB하이텍' 목표가 85,000원 / 손절가 63,000원※ 이 방송은 매일 오전 9시 50분 ~ 10시 50분에 LIVE로..."
DB하이텍,"6일 증권업계에 따르면 이녹스첨단소재, 두산, 에스티팜, 에스디바이오센서, DB하이텍이 적정주가 상향비율 상위권을 차지했다. 적정주가 상향비율 순위 1위를 차지한 이녹스첨단소재는 전체 14개의 증권사가 보고서를..."
DB하이텍,#DB하이텍 #LS #녹십자 #HMM #한솔케미칼 #KPX케미칼 #팬오션 #리노공업 #한라홀딩스 #휠라홀딩스 #CJ제일제당 #위메이드 #더블유게임즈 #에코프로비엠
DB하이텍,DB하이텍 주가 조종이 길어지고 있다. 8일 한국거래소에 따르면 전일 주가는 2.83% 하락 7만 2000원에 거래를 마감했다. 기관은 5거래일 연속 매도행진을 하고 있다. 주가는 급등이후 숨고르기를 지속하고 있다....
DB하이텍,"DB하이텍은 지난해 연결 매출액이 29.78% 증가한 1조2146억원을 기록했다고 14일 밝혔다. 이 기간 영업이익은 3991억원으로 전년동기대비 66.76% 늘었고, 당기순이익은 90.87% 증가한 3168억원을 기록했다."
DB하이텍,"DB하이텍은 보통주 1주당 450원, 우선주 1주당 500원의 현금 결산배당을 결정했다고 14일 공시했다. 시가배당율은 보통주 0.63%, 우선주 0.49%이며 배당금총액은 195억6264만원이다."
DB하이텍,"뉴데일리 박소정 기자 = DB그룹의 시스템 반도체 자회사 'DB하이텍'이 지난해 창사이래 첫 매출 1조원을 돌파한 것으로 전망, 그룹 내 '알짜'로 등극했다. 26일 유안타증권에 따르면 DB하이텍의 지난해 연간 실적..."
DB하이텍,DB하이텍이 반도체 팹리스 시제품 생산을 지원하는 '멀티프로젝트웨이퍼(MPW)' 서비스를 당초 계획보다 20% 늘린다. 지난해에 이어 올해도 급증하는 반도체 제품 개발을 돕기 위해 추가 수요을 받을 계획이다. 반도체...
DB하이텍,반도체 파운드리 업체 DB하이텍이 지난해 매출 1조원을 돌파한 것으로 나타났다. 영업이익도 3000억원을 넘었다. 과거 13년 연속 적자의 늪에서 헤매던 때와 비교하면 그야말로 환골탈태한 모습이다. DB하이텍은...
DB하이텍,DB하이텍이 창사 최초 연매출 1조원을 달성한 기념으로 전직원에게 500% 성과급을 지급한다고 24일 밝혔다. 사진=DB하이텍 제공  DB하이텍이 창사이래 처음으로 전직원에게 500%의 성과급을 지급한다. 글로벌반도체...
DB하이텍,올해도 반도체 공급난이 이어지면서 자동차용 반도체(MC) 등 8인치(200㎜) 웨이퍼를 주로 생산하는 DB하이텍 등 국내 파운드리(반도체 위탁생산) 업체는 이미 연간 수주물량을 확보한 것으로 알려졌다. 이들 파운드리...
DB하이텍,DB하이텍이 전 직원에게 창사 이래 최대 규모인 500%의 성과급을 일괄 지급키로 했다. 반도체 호황을 맞아 지난해 연간 매출이 사상 처음 1조원을 넘길 것으로 예상되면서 직원들에게 기존보다 높은 성과급을 주기로...
DB하이텍,DB하이텍의 주가가 급락하고 있다. 21일 오전 DB하이텍 주가는 전 거래일보다 7.66% 내린 7만8400원에 거래되고 있다. 기관과 외국인 모두 매도 우위다. 이날 오전 10시20분 기준 기관은 DB하이텍 주식 104억6000만 원...
DL우,서울 성동구 성수동에 위치한 ‘아크로서울포레스트’ 업무동 건물에서 흔들림 증상이 나타났다는 소식에 시공사 DL이앤씨(375500)를 포함한 DL 그룹주 전반이 급락하고 있다. 21일 마켓포인트에 따르면 이날 오후...
DL우,DL케미칼이 세계적인 석유화학 기업으로 도약하기 위해 DL그룹 역대 최대 규모의 기업 인수에 나섰다는 소식에 DL 주가에 긍정적인 영향을 끼쳤다. 코오롱글로벌(우)는 전일대비 +1.73% (600원) 상승해 3만...
DL우,서울 중구 소재 현대오일뱅크 서울사무소에서 '탄소저감 친환경 건축소재 사업 협약'을 체결한 후 강달호 현대오일뱅크 사장(좌 2번째)과 마창민 DL이앤씨 대표(우 2번째) 등 관계자들이 기념 촬영을 하고 있다....
DL우,세방우·아남전자·코오롱인더·코오롱인더우·DL·감마누·포인트모바일·현대바이오·와이제이엠게임즈·한국파마 주가 강세 2일 코스피 시장에서는 세방우·아남전자·코오롱인더·코오롱인더우·DL...
DL우,"업계 관계자는 ""러시아에서 사업을 진행 중인 DL이앤씨·삼성엔지니어링 등의 수주 프로젝트가 설계·조달·CM(건설사업관리) 등으로 리스크가 크지는 않다""며 ""다만 러시아에 진출한 건설사뿐 아니라 업계..."
DL우,DL건설은 3분기 실적이 예상치보다 상회하는 수치가 나오자 주가 상승에 긍정적 영향을 끼쳤다. 태영건설(우)는 전일대비 +0.38%(50원) 올라 1만 3200원에 장을 마쳤다. 코오롱글로벌(우)는 전일대비 +0.30...
DL우,"반면, DL이앤씨는 전일 대비 9500원(-7.69%) 떨어진 11만4000원에 장을 마감했다. 이날 DL이앤씨가 시공한 서울 성동구 아크로서울포레스트 디타워(D Tower) 건물에서 진동이 느껴졌다는 신고가 보도되자 주가가..."
DL우,"이전 기고문 확인하기 ☞ ""데이터가 부족해요""…딥러닝(DL) 통한 이미지 분류할 때 고려할 점 ① ☞ ""데이터가 부족해요""…딥러닝(DL) 통한 이미지 분류할 때 고려할 점 ② ☞ ""데이터가 부족해요""…딥러닝..."
